" chongzhi1"

"Time      "	".JOINT_qianhou.Element_Force.Y"
3.725000e-01	-6.537878e+00
3.730000e-01	-6.537250e+00
3.735000e-01	-6.536616e+00
3.740000e-01	-6.535978e+00
3.745000e-01	-6.535338e+00
3.750000e-01	-6.534693e+00
3.755000e-01	-6.534047e+00
3.760000e-01	-6.533389e+00
3.765000e-01	-6.532731e+00
3.770000e-01	-6.532051e+00
3.775000e-01	-6.531383e+00
3.780000e-01	-6.530710e+00
3.785000e-01	-6.530037e+00
3.790000e-01	-6.529338e+00
3.795000e-01	-6.528659e+00
3.800000e-01	-6.527921e+00
3.805000e-01	-6.527243e+00
3.810000e-01	-6.526547e+00
3.815000e-01	-6.525857e+00
3.820000e-01	-6.525119e+00
3.825000e-01	-6.524338e+00
3.830000e-01	-6.523553e+00
3.835000e-01	-6.522680e+00
3.840000e-01	-6.521744e+00
3.845000e-01	-6.520694e+00
3.850000e-01	-6.519484e+00
3.855000e-01	-6.518009e+00
3.860000e-01	-6.519359e+00
3.865000e-01	-6.518280e+00
3.870000e-01	-6.517713e+00
3.875000e-01	-6.516822e+00
3.880000e-01	-6.516103e+00
3.885000e-01	-6.515279e+00
3.890000e-01	-6.514506e+00
3.895000e-01	-6.513697e+00
3.900000e-01	-6.512897e+00
3.905000e-01	-6.512083e+00
3.910000e-01	-6.511268e+00
3.915000e-01	-6.510446e+00
3.920000e-01	-6.509617e+00
3.925000e-01	-6.508782e+00
3.930000e-01	-6.507944e+00
3.935000e-01	-6.507096e+00
3.940000e-01	-6.506247e+00
3.945000e-01	-6.505386e+00
3.950000e-01	-6.504525e+00
3.955000e-01	-6.503654e+00
3.960000e-01	-6.502780e+00
3.965000e-01	-6.501898e+00
3.967466e-01	-6.726119e+00
3.970000e-01	-6.500869e+00
3.975000e-01	-6.500102e+00
3.980000e-01	-6.499243e+00
3.985000e-01	-6.498330e+00
3.990000e-01	-6.497442e+00
3.995000e-01	-6.496502e+00
4.000000e-01	-6.495599e+00
4.005000e-01	-6.494676e+00
4.010000e-01	-6.493761e+00
4.015000e-01	-6.492807e+00
4.020000e-01	-6.491830e+00
4.025000e-01	-6.490900e+00
4.030000e-01	-6.489932e+00
4.035000e-01	-6.488977e+00
4.040000e-01	-6.488005e+00
4.045000e-01	-6.487034e+00
4.050000e-01	-6.486054e+00
4.055000e-01	-6.485069e+00
4.060000e-01	-6.484080e+00
4.065000e-01	-6.483082e+00
4.070000e-01	-6.482082e+00
4.075000e-01	-6.481073e+00
4.080000e-01	-6.480061e+00
4.085000e-01	-6.479042e+00
4.090000e-01	-6.478018e+00
4.095000e-01	-6.476990e+00
4.100000e-01	-6.475953e+00
4.105000e-01	-6.474915e+00
4.110000e-01	-6.473867e+00
4.115000e-01	-6.472818e+00
4.120000e-01	-6.471760e+00
4.125000e-01	-6.470699e+00
4.130000e-01	-6.469631e+00
4.135000e-01	-6.468558e+00
4.140000e-01	-6.467481e+00
4.145000e-01	-6.466397e+00
4.150000e-01	-6.465310e+00
4.155000e-01	-6.464215e+00
4.160000e-01	-6.463116e+00
4.165000e-01	-6.462012e+00
4.170000e-01	-6.460902e+00
4.175000e-01	-6.459787e+00
4.180000e-01	-6.458666e+00
4.185000e-01	-6.457542e+00
4.190000e-01	-6.456410e+00
4.195000e-01	-6.455275e+00
4.200000e-01	-6.454133e+00
4.205000e-01	-6.452987e+00
4.210000e-01	-6.451835e+00
4.215000e-01	-6.450677e+00
4.220000e-01	-6.449515e+00
4.225000e-01	-6.448346e+00
4.230000e-01	-6.447175e+00
4.235000e-01	-6.445995e+00
4.240000e-01	-6.444812e+00
4.245000e-01	-6.443622e+00
4.250000e-01	-6.442428e+00
4.255000e-01	-6.441228e+00
4.260000e-01	-6.440021e+00
4.265000e-01	-6.438812e+00
4.270000e-01	-6.437594e+00
4.275000e-01	-6.436374e+00
4.280000e-01	-6.435145e+00
4.285000e-01	-6.433913e+00
4.290000e-01	-6.432675e+00
4.295000e-01	-6.431431e+00
4.300000e-01	-6.430182e+00
4.305000e-01	-6.428927e+00
4.310000e-01	-6.427667e+00
4.315000e-01	-6.426401e+00
4.320000e-01	-6.425130e+00
4.325000e-01	-6.423852e+00
4.330000e-01	-6.422570e+00
4.335000e-01	-6.421282e+00
4.340000e-01	-6.419987e+00
4.345000e-01	-6.418688e+00
4.350000e-01	-6.417381e+00
4.355000e-01	-6.416072e+00
4.360000e-01	-6.414753e+00
4.365000e-01	-6.413432e+00
4.370000e-01	-6.412102e+00
4.375000e-01	-6.410769e+00
4.380000e-01	-6.409428e+00
4.385000e-01	-6.408081e+00
4.390000e-01	-6.406730e+00
4.395000e-01	-6.405370e+00
4.400000e-01	-6.404008e+00
4.405000e-01	-6.402636e+00
4.410000e-01	-6.401260e+00
4.415000e-01	-6.399877e+00
4.420000e-01	-6.398489e+00
4.425000e-01	-6.397093e+00
4.430000e-01	-6.395692e+00
4.433577e-01	-5.872743e+00
4.435000e-01	-3.880618e+00
4.440000e-01	-6.239253e+00
4.445000e-01	-6.392068e+00
4.450000e-01	-6.390404e+00
4.453328e-01	-6.390056e+00
4.455000e-01	-6.389455e+00
4.460000e-01	-6.387813e+00
4.465000e-01	-6.385874e+00
4.470000e-01	-6.384614e+00
4.475000e-01	-6.382931e+00
4.480000e-01	-6.381461e+00
4.485000e-01	-6.379979e+00
4.490000e-01	-6.378497e+00
4.495000e-01	-6.376983e+00
4.500000e-01	-6.375512e+00
4.505000e-01	-6.374027e+00
4.510000e-01	-6.372521e+00
4.515000e-01	-6.370982e+00
4.520000e-01	-6.369481e+00
4.525000e-01	-6.367963e+00
4.530000e-01	-6.366403e+00
4.535000e-01	-6.364864e+00
4.540000e-01	-6.363316e+00
4.545000e-01	-6.361770e+00
4.550000e-01	-6.360202e+00
4.555000e-01	-6.358635e+00
4.560000e-01	-6.357068e+00
4.565000e-01	-6.357994e+00
4.570000e-01	-6.172643e+00
4.575000e-01	-6.302752e+00
4.580000e-01	-6.351087e+00
4.585000e-01	-6.349932e+00
4.590000e-01	-6.347933e+00
4.595000e-01	-6.346130e+00
4.600000e-01	-6.344187e+00
4.605000e-01	-6.342619e+00
4.610000e-01	-6.340963e+00
4.615000e-01	-6.339306e+00
4.620000e-01	-6.337647e+00
4.625000e-01	-6.336011e+00
4.630000e-01	-6.334269e+00
4.635000e-01	-6.332646e+00
4.640000e-01	-6.331001e+00
4.645000e-01	-6.329016e+00
4.650000e-01	-6.231209e+00
4.653920e-01	-6.114976e+00
4.655000e-01	-6.388468e+00
4.660000e-01	-6.325644e+00
4.665000e-01	-6.322037e+00
4.670000e-01	-6.320601e+00
4.675000e-01	-6.319118e+00
4.680000e-01	-6.317252e+00
4.685000e-01	-6.315575e+00
4.690000e-01	-6.313705e+00
4.695000e-01	-6.311953e+00
4.700000e-01	-6.310165e+00
4.705000e-01	-6.308371e+00
4.710000e-01	-6.280089e+00
4.715000e-01	-6.255903e+00
4.720000e-01	-6.303022e+00
4.725000e-01	-6.301221e+00
4.730000e-01	-6.299385e+00
4.735000e-01	-6.297585e+00
4.740000e-01	-6.295773e+00
4.745000e-01	-6.293900e+00
4.750000e-01	-6.292064e+00
4.755000e-01	-6.290227e+00
4.760000e-01	-6.243672e+00
4.765000e-01	-6.266636e+00
4.770000e-01	-6.283868e+00
4.775000e-01	-6.282796e+00
4.780000e-01	-6.280841e+00
4.785000e-01	-6.278950e+00
4.790000e-01	-6.277050e+00
4.795000e-01	-6.275293e+00
4.800000e-01	-6.273251e+00
4.805000e-01	-6.271370e+00
4.810000e-01	-6.269410e+00
4.811257e-01	-6.137257e+00
4.813148e-01	-6.197047e+00
4.815000e-01	-6.228287e+00
4.816347e-01	-6.128738e+00
4.817716e-01	-6.255119e+00
4.819024e-01	-6.285103e+00
4.820000e-01	-6.158391e+00
4.825000e-01	-6.263077e+00
4.830000e-01	-6.261358e+00
4.835000e-01	-6.259540e+00
4.840000e-01	-6.257685e+00
4.845000e-01	-6.255641e+00
4.850000e-01	-6.253675e+00
4.855000e-01	-6.251612e+00
4.856884e-01	-6.442631e+00
4.860000e-01	-6.222180e+00
4.862316e-01	-6.184290e+00
4.863910e-01	-6.226113e+00
4.865000e-01	-6.512949e+00
4.866824e-01	-6.233026e+00
4.870000e-01	-6.248215e+00
4.875000e-01	-6.242517e+00
4.880000e-01	-6.241300e+00
4.885000e-01	-6.239267e+00
4.890000e-01	-6.237298e+00
4.894759e-01	-5.192739e+00
4.895000e-01	-6.302039e+00
4.899290e-01	-6.216505e+00
4.900000e-01	-6.205307e+00


